,quote,probability,logprobs
157,Wifey,-49.259510761,"[None, -8.736711, -5.371924, -1.8163619, -10.783155, -0.3785232, -0.001345061, -3.350567, -12.614547, -6.2063766]"
158,"If a girl follows me and shes hot and I see a SINGLE picture of her in a private jet its BLOCK.

Women cant afford jets. Women are all brokies.

Why are you flying around on some mans jet?

You should have been a virgin when I met you.

HARAM.",-255.20479263548012,"[None, -8.737079, -5.3705974, -1.8171175, -10.783936, -0.37993833, -0.0013509698, -3.352032, -4.986834, -2.5893376, -6.4565315, -6.83869, -3.2775505, -2.7243059, -3.8041847, -5.825799, -3.831044, -3.421298, -2.2019398, -4.8411217, -2.34261, -9.942099, -2.6279185, -0.050450124, -3.5122404, -0.4030863, -0.26675704, -2.9331863, -0.8267624, -7.8624363, -4.1038413, -5.8680344, -9.233407, -0.27455965, -2.3964484, -1.7447692, -0.0021447432, -6.321614, -6.176498, -4.241403, -4.486548, -1.485151, -3.9834657, -2.092418, -4.9066043, -9.033752, -5.040075, -0.58935994, -1.0192198, -0.000502546, -5.2661185, -2.576426, -0.8352462, -6.2170596, -1.9873799, -2.9177675, -4.4283, -4.4788055, -0.9189168, -0.6422037, -0.99685997, -0.00036944906, -2.4946015, -3.3674083, -2.105582, -3.3604264, -3.008163, -4.7849045, -2.3183584, -2.474995, -0.38262546, -0.015381267, -0.4508872, -0.31802192, -0.00023452642, -6.0210795, -4.441803, -2.1025229, -1.2842944]"
159,"The Matrix offered me money to sell my soul and aid the devil.

I refused. 

They found a man with massive influence who also has genuine moral character and lives true to god.

So they attempted to cancel me.

They failed.

Soon they will try and kill me.",-256.0692145874999,"[None, -8.736971, -5.370095, -1.8186791, -10.781066, -0.37858453, -0.0013441055, -3.3538952, -4.175551, -11.74791, -10.538489, -3.7504544, -7.0180387, -1.5058544, -4.4308352, -1.2792928, -1.1612296, -2.9912865, -10.302419, -2.1698177, -4.167187, -0.8213748, -1.1916128, -0.03830939, -2.5111916, -5.352056, -1.0561129, -7.4326386, -2.4830055, -2.498944, -5.4220953, -5.9831524, -1.9713995, -4.1261616, -2.8612154, -10.267505, -4.7992845, -2.1122584, -4.58821, -2.7423015, -9.392883, -4.4578, -2.627953, -1.6190859, -7.691869, -5.6287994, -0.049137376, -10.095478, -1.805352, -1.414065, -0.35349286, -4.3877454, -1.082942, -5.309104, -0.075802766, -8.843272, -2.8876812, -0.78400517, -0.6679224, -0.04021115, -2.0910242, -1.2187761, -0.1918027, -0.45019975, -0.017447004, -8.1868925, -1.7694885, -0.22459571, -2.2269912, -4.560739, -1.7260149, -0.040548876, -0.2122631]"
160,"The phrase “be like water” doesn’t only mean adapting to any situation. 

It means to be immensely powerful when directed, 

extremely cost-intensive for your enemies to contain, 

to be beautiful when calm 

and feared when angry. 

To be absolutely necessary for LIFE.",-220.36795865986005,"[None, -8.736971, -5.370095, -1.8186791, -10.781066, -0.37858453, -0.0013441055, -3.3538952, -4.175551, -7.751258, -1.2196987, -0.14757864, -5.2163677, -3.7234387, -0.94728726, -0.109211594, -0.0029686221, -5.404457, -0.014716045, -0.0002085915, -0.00024120306, -4.539058, -1.289922, -5.597402, -0.35000417, -2.8627293, -0.7082645, -1.8837552, -8.081349, -1.6149645, -2.2036338, -2.2088854, -1.8885942, -2.144838, -1.1173472, -10.8787365, -0.664056, -3.3124652, -5.6670623, -1.6987752, -3.198191, -0.025459852, -0.47847855, -8.629805, -12.802976, -0.35440522, -10.060635, -5.05429, -2.0040045, -1.6793779, -0.9131679, -2.2322538, -0.36284384, -0.31941798, -0.0026612107, -0.006810182, -3.959608, -1.2537706, -6.1644516, -2.0754876, -3.3297818, -3.7928214, -0.01450702, -0.017122922, -0.17982186, -6.6633472, -0.113146916, -2.4260554, -0.17735453, -0.8130865, -0.03543903, -0.054509286, -2.9028988, -0.59717584, -6.699423, -1.7224252, -0.95640826, -9.034929, -1.3941485]"
161,Even @BorisJohnson knows who the real leader of the UK is. https://t.co/wJpaXl62vC,-119.92656913399998,"[None, -8.736711, -5.371924, -1.8163619, -10.783155, -0.3785232, -0.001345061, -3.350567, -7.5891013, -12.798102, -4.92096, -2.7145815, -0.060018167, -3.2284763, -5.0022216, -2.146543, -1.2430099, -2.83219, -0.80416226, -0.4506162, -2.1269016, -0.069836825, -0.8022632, -1.5722092, -0.019986033, -0.020031275, -0.0013371839, -0.0028473928, -0.0007304363, -4.4606276, -4.044868, -8.474505, -3.731011, -4.088756, -8.25649, -4.22335, -3.802249]"
162,"You get songs stuck in your head. 

I get ideas stuck in my head. 

Do you understand?",-95.48653511700003,"[None, -8.736711, -5.371924, -1.8163619, -10.783155, -0.3785232, -0.001345061, -3.350567, -5.515261, -3.0414538, -13.240828, -4.5344634, -0.027245305, -0.056393217, -0.041955914, -1.8906575, -5.0176806, -0.5666388, -3.2750213, -3.0250123, -3.2289736, -6.951289, -0.34572476, -0.02556062, -0.03750069, -0.12596937, -0.24210708, -0.7930441, -0.09155993, -0.52622974, -5.1747856, -0.35705963, -4.7918777, -2.123655]"
163,"Is @LoganPaul  an agent of the matrix.

Is he a sell out bitch, who only says what the woke cuck agenda want him to say",-170.85815540099998,"[None, -8.736711, -5.371924, -1.8163619, -10.783155, -0.3785232, -0.001345061, -3.350567, -7.6285033, -10.886145, -5.430587, -4.5303245, -3.5676417, -8.1677885, -7.087267, -6.380117, -0.38333502, -1.2456566, -8.523384, -4.1046934, -2.1073194, -0.51648605, -4.3668256, -3.1337342, -1.834521, -8.479642, -1.1419247, -8.034934, -3.443354, -2.7522717, -3.5892453, -4.339665, -0.9979278, -1.8586242, -8.574252, -6.616671, -2.04203, -3.4085767, -4.246565, -0.84515125, -0.02408018, -0.13032414]"
164,"Mikes smart enough to know how bad they looked and is sorry.

They lost all credibility as agents of the Matrix and Mike wants to back away from that. Fair and smart. 

Logan is too stupid to read the room and understand he made a fool of himself, so continues being a fool. 🤡",-279.34751304149995,"[None, -8.736971, -5.370095, -1.8186791, -10.781066, -0.37858453, -0.0013441055, -3.3538952, -9.1512985, -8.782462, -9.444446, -4.3582954, -0.29867485, -1.6640272, -2.869843, -6.0589657, -5.256064, -5.10221, -3.1396413, -6.4424014, -7.253232, -1.7109323, -1.0150589, -0.008021458, -4.8271074, -5.974806, -4.7616167, -2.629594, -3.9360788, -7.6436963, -0.58728504, -1.7773869, -10.681962, -2.4175217, -5.849045, -5.582133, -0.63278645, -7.5620065, -2.5823588, -0.4570056, -1.3301613, -1.0244961, -8.912702, -5.9997797, -5.0352225, -0.66396207, -7.2318883, -3.5858111, -0.36930335, -6.084065, -5.022453, -2.3930953, -4.984643, -2.9968069, -0.27180448, -5.83774, -0.89352137, -1.1842467, -1.0303246, -5.107722, -3.1737766, -4.7533274, -0.41305542, -3.539853, -0.12067156, -0.035041098, -2.4005978, -1.2553711, -6.660999, -4.472127, -0.6692179, -0.53197706, -0.37250626, -8.232023, -0.45028654, -1.4083344]"
165,"Logan calls me gay as an insult, then says Im homophobic.

Logan (white as snow) calls a mixed race man Racist.

Logan is genuinely an idiot. Not even trying to internet beef. 

Hes clearly just low IQ.

Theres a reason everyone laughs at him.

Steroids fried his brain.",-284.8124806090702,"[None, -8.736971, -5.370095, -1.8186791, -10.781066, -0.37858453, -0.0013441055, -3.3538952, -15.015382, -8.384448, -4.4234962, -9.239526, -4.667496, -2.3893404, -0.17295362, -1.2096012, -3.9330273, -2.3177726, -7.371156, -5.7330117, -1.2726282, -1.9971349, -0.011645898, -3.2382112, -0.09883143, -5.809786, -8.120997, -6.756038, -2.8616972, -1.3403913, -3.0849953, -3.4638278, -5.6073427, -1.3304063, -2.9230065, -7.3487477, -1.3773226, -1.0991452, -0.55559075, -0.00037612757, -1.1703933, -0.022242598, -2.692125, -8.324766, -4.508506, -1.246007, -0.4672643, -5.73634, -2.1465752, -3.8799322, -0.19299015, -11.622759, -5.3353353, -1.4502665, -8.437374, -6.123183, -0.013362146, -5.1974125, -0.83617294, -5.725999, -2.844151, -7.6019964, -0.45058495, -0.82440335, -0.85628533, -0.18368162, -3.6884396, -2.8415504, -1.3032109, -1.5738106, -4.498767, -3.525716, -0.112375244, -1.0407926, -0.5313408, -0.6960796, -0.07763153, -5.425304, -6.8590217, -1.8717128, -8.59909, -0.14955276, -0.14055249, -0.39145574]"
166,. @adinross https://t.co/PpfCxp9ffr,-114.37498601290001,"[None, -8.736711, -5.371924, -1.8163619, -10.783155, -0.3785232, -0.001345061, -3.350567, -7.9364386, -8.001479, -12.843324, -8.006875, -5.7500176, -0.036178265, -0.17824519, -0.005486412, -0.0069781695, -0.0017526154, -4.619776, -4.0377417, -4.0895514, -4.294534, -7.9366016, -3.933951, -8.126164, -4.1313043]"
167,"Every period of history had men who conquered the known world.

Men with undeniable superiority over their peers.

Names spoken across the globe.

These men owned culture.

Genghis Khan
Atilla The Hun

You are witnessing the modern day equivalent in his prime.

Andrew Tate.",-249.47823431664003,"[None, -8.736971, -5.370095, -1.8186791, -10.781066, -0.37858453, -0.0013441055, -3.3538952, -7.2876525, -8.350366, -1.3464876, -2.699096, -5.298996, -5.5494304, -0.8721385, -7.2712584, -2.7435274, -4.184836, -0.07739316, -0.9918834, -1.1213001, -0.037612643, -6.237224, -4.9740367, -10.2769575, -5.2068014, -2.6451395, -0.8744562, -1.7426896, -0.8477955, -0.7583555, -0.0008700231, -7.6575503, -6.4090242, -5.417208, -0.91014445, -3.1427617, -1.3960245, -0.24150072, -0.0002903283, -3.8028865, -0.48026925, -8.275234, -9.230172, -1.5397404, -0.30048406, -0.00020561034, -7.498023, -0.06068302, -0.0023108758, -0.11199963, -3.4059892, -16.024736, -0.099672854, -2.6063726, -0.0064298366, -0.06181487, -3.8032534, -4.7608953, -2.7525876, -6.888213, -0.5940128, -5.74305, -1.4510792, -1.0808843, -4.3127594, -7.203101, -2.0339327, -0.28088802, -0.29573333, -0.4183742, -8.981563, -6.8042555, -1.5551847]"
168,"Reading books is for losers who are afraid to learn from life. 

So they try and learn from the life OTHERS have lived. 

But you never REALLY learn unless you lived it. 

You must feel it to believe it. 

Books are a total waste of time.

Education for cowards.",-224.0842545344,"[None, -8.736971, -5.370095, -1.8186791, -10.781066, -0.37858453, -0.0013441055, -3.3538952, -10.241348, -3.8913229, -1.0720927, -4.9000154, -11.4566765, -3.437866, -2.6926563, -2.4603627, -0.8786683, -4.2552342, -1.1456432, -1.8412664, -0.49904525, -4.781843, -0.48246142, -2.3630607, -5.5760803, -6.1088357, -4.308468, -4.3335648, -2.3671098, -0.5925443, -2.0969021, -3.3158967, -13.351626, -0.06094006, -0.0012252779, -1.0537595, -0.2437583, -0.8393534, -1.0208229, -0.06799263, -0.13509236, -3.2763195, -3.0381398, -5.4293876, -6.65601, -0.7137717, -3.3291366, -0.11751849, -5.130051, -0.5602981, -1.8347586, -0.6224394, -0.03129596, -0.08415081, -2.7351768, -4.5753727, -4.627537, -0.93240577, -3.2240841, -2.9038048, -0.05010219, -0.17710572, -0.6107415, -0.023244727, -0.04810857, -4.263271, -0.7295137, -2.4828973, -6.73802, -0.4819497, -0.05047031, -0.10684551, -0.45104226, -1.5449429, -0.2659998, -8.3330145, -5.614825, -9.550265, -0.005530524, -0.42053556]"
169,"Action and contentment

Watch the full EM episode here:
https://t.co/LELFNW0eTU https://t.co/Eosow3AmRK",-200.77997659486994,"[None, -8.737304, -5.3709345, -1.8169941, -10.781591, -0.3787226, -0.0013481642, -3.3500469, -10.311016, -3.508777, -7.981054, -1.3135101, -4.572628, -0.025007818, -8.656647, -2.0641534, -3.8655827, -13.597009, -6.8949947, -1.2965837, -0.69474745, -0.9310894, -13.063059, -0.0011581465, -5.6999974, -0.25281832, -0.3360461, -0.001074188, -8.330233, -4.2852907, -4.4814334, -8.170569, -4.181167, -4.388857, -4.414848, -3.3180625, -2.6270611, -0.0012998199, -0.015196735, -0.00042043283, -0.0012257557, -0.00026576474, -4.79029, -7.6943293, -8.104538, -4.234479, -8.152681, -4.5373697, -3.5464647]"
170,"“Fortune favors the bold”

It’s absolutely true.",-63.13096385610001,"[None, -8.736711, -5.371924, -1.8163619, -10.783155, -0.3785232, -0.001345061, -3.350567, -1.5974214, -0.14406279, -9.270491, -0.31633267, -2.2191436, -0.20599891, -1.1962347, -1.9240935, -0.022002626, -2.553424, -0.007573282, -3.6207774, -1.5538344, -0.0012868103, -0.0031329768, -6.6108203, -0.49140647, -0.95433986]"
171,MashAllah https://t.co/vOueWu3QiO,-103.23010870380003,"[None, -8.736971, -5.370095, -1.8186791, -10.781066, -0.37858453, -0.0013441055, -3.3538952, -14.581398, -7.4929075, -8.793104, -0.19494049, -0.1148915, -0.0021996964, -0.015692128, -0.0013770539, -4.396662, -4.5608273, -8.002648, -4.333554, -4.2476697, -3.8816075, -3.9741223, -4.6257544, -3.5701182]"
172,"ACT HARDER. 

LIVE HARDER.",-80.5302106542,"[None, -8.737115, -5.370789, -1.8188944, -10.781803, -0.37970272, -0.0013427942, -3.352657, -13.517326, -7.561437, -1.0087879, -2.1918545, -1.9342104, -5.428952, -0.7265875, -2.345078, -6.102236, -6.3737154, -2.1383502, -0.18167955, -0.07226779, -0.5054245]"
173,"BE SAVAGE in your approach towards what you want in life.

No more cowardly attempts.

Fully on, not half on.",-131.85913555762,"[None, -8.736711, -5.371924, -1.8163619, -10.783155, -0.3785232, -0.001345061, -3.350567, -11.333083, -4.7390175, -4.885439, -1.5831442, -5.8635798, -2.627769, -5.1903744, -3.868425, -3.800219, -0.26581082, -0.59302765, -2.861692, -0.23668657, -0.88416886, -1.3592464, -0.0018433772, -5.1780753, -3.6035697, -8.967421, -4.7731376, -1.2645955, -0.9530185, -0.00032514942, -6.2711678, -2.5536802, -6.821706, -3.152578, -5.380257, -0.6236774, -1.41828, -0.36553267]"
174,wifey,-49.617060861,"[None, -8.736711, -5.371924, -1.8163619, -10.783155, -0.3785232, -0.001345061, -3.350567, -12.681515, -6.4969587]"
175,Why is it that everyone who worked for the Obama Whitehouse is evil and low IQ?,-94.8400258355,"[None, -8.736971, -5.370095, -1.8186791, -10.781066, -0.37858453, -0.0013441055, -3.3538952, -7.507513, -2.447365, -1.1924033, -1.064547, -4.388551, -1.4036052, -7.5340376, -1.1818467, -1.5850552, -4.736788, -3.2662256, -4.6787734, -1.4911009, -7.1324587, -1.4225168, -8.263037, -3.4242578, -1.6793087]"
176,"I thank God my life was shit. 

It makes having a great life so much better. 

There is no light without dark.

I live the best life a young strong man can possibly live.",-168.99351852249993,"[None, -8.736971, -5.370095, -1.8186791, -10.781066, -0.37858453, -0.0013441055, -3.3538952, -4.6542435, -8.520482, -3.4225824, -5.1933513, -3.1494696, -2.8657367, -10.332035, -1.4677088, -6.668669, -1.0784671, -2.6070635, -3.77561, -4.5265164, -10.232431, -1.1017088, -3.636243, -0.1534081, -2.6717026, -0.20083807, -1.5648215, -0.34395736, -1.0095975, -0.058536407, -0.22487094, -4.6378217, -1.1686108, -1.2883208, -5.2562284, -0.2025557, -1.6635932, -0.40925, -1.8328186, -0.26848054, -2.3972769, -6.0673995, -3.863677, -2.8518045, -0.36858904, -5.057405, -5.8248944, -9.707666, -1.1338487, -0.70002335, -3.6848772, -0.31243, -0.39526168]"
177,"My thoughts are not cloned

Watch the full EM episode here:
https://t.co/LELFNW0eTU https://t.co/tEaJgC9G7v",-209.49008722976004,"[None, -8.736711, -5.371924, -1.8163619, -10.783155, -0.3785232, -0.001345061, -3.350567, -7.7535477, -6.0171967, -0.7483108, -2.617696, -10.885984, -3.5422437, -4.666644, -0.29206932, -9.102975, -2.162062, -3.7833016, -13.467028, -7.1073093, -1.3883512, -0.67094827, -1.0619339, -10.4435, -0.0013024472, -6.513964, -0.35057643, -0.27704304, -0.00047040381, -8.3009405, -4.4629855, -4.6194105, -8.4011345, -4.2940226, -4.4233623, -4.4143934, -3.2635443, -2.6912763, -0.0012568504, -0.010796891, -0.00035203897, -0.0009584374, -0.00019153998, -4.5327606, -4.4077864, -3.9940948, -3.805887, -4.2012453, -4.3055468, -3.8310652, -4.461499, -3.8161025, -3.956429]"
178,Bigot,-45.760538661000005,"[None, -8.736711, -5.371924, -1.8163619, -10.783155, -0.3785232, -0.001345061, -3.350567, -10.6136465, -4.708305]"
179,"Imagine having less than 10 children because youre a pussy bitch who doesnt have 4 wives.

Genetic failures.",-135.5017260475,"[None, -8.736971, -5.370095, -1.8186791, -10.781066, -0.37858453, -0.0013441055, -3.3538952, -10.729939, -5.3601975, -7.0406237, -1.5614648, -3.5981772, -5.487115, -5.4355655, -1.0149357, -7.5751514, -3.2800922, -6.829792, -5.8678484, -2.4247854, -2.3771677, -2.1123216, -8.797858, -1.0622444, -1.2492588, -1.4070916, -0.010840512, -8.323952, -2.4429457, -8.79324, -2.278483]"
180,"It is your duty as a man to maintain your masculine edge.

All while having many kids to continue your legacy",-110.42543899740002,"[None, -8.736711, -5.371924, -1.8163619, -10.783155, -0.3785232, -0.001345061, -3.350567, -4.5825133, -0.92425996, -6.439168, -1.894533, -2.6853147, -0.27819932, -1.7627927, -0.48302725, -5.838789, -0.9395688, -5.479319, -5.119215, -0.9814262, -1.4875497, -0.0026495564, -5.8051157, -8.254468, -4.373029, -6.9727015, -4.5359135, -4.1366606, -3.6594884, -0.81201035, -2.5391393]"
181,"Tate Crashes McLaren 765 LT VS Bugatti Chiron | Dubai Autodrome

Watch now:
https://t.co/rubF60hgDh https://t.co/kKdEVJF5K7",-236.96819286760004,"[None, -8.736739, -5.3705335, -1.8175882, -10.783723, -0.3782724, -0.0013433921, -3.3517573, -15.353476, -11.920711, -6.892737, -8.825907, -7.04693, -3.0306706, -3.7588198, -9.172946, -3.9794278, -0.014756573, -0.5879381, -0.0036494778, -4.0806875, -8.273474, -3.7319171, -0.0009960247, -0.0007056832, -1.7443861, -0.0013029249, -5.098855, -6.4907136, -1.32919, -1.8369782, -14.08477, -0.0029812367, -3.7674367, -0.10994995, -0.11498457, -0.0026419666, -12.525337, -4.584131, -7.9966536, -4.2510104, -4.1990757, -4.429694, -3.5251393, -2.2959876, -0.0020187744, -0.026052242, -0.000809053, -0.0021637995, -0.0013720997, -4.4411707, -4.0166435, -4.286515, -8.183911, -4.202532, -4.3894224, -3.8646898, -4.3067455, -3.7372217]"
182,"EMERGENCY MEETING - Ep. 8

Awakened Warrior

LIVE IN 10 MINS

Watch it here:
https://t.co/hdovsdGWtn https://t.co/ixZ8316uTG",-243.44207203449992,"[None, -8.737129, -5.3711815, -1.8170075, -10.783576, -0.37850952, -0.0013486419, -3.3500519, -13.9149885, -4.0539217, -0.64821357, -4.237172, -0.32302946, -0.050432004, -4.4127584, -10.397833, -0.6922029, -4.128859, -1.7008928, -0.014450294, -9.590718, -3.2305117, -1.7114606, -7.189098, -2.544989, -0.0011497916, -5.1637, -3.6851306, -5.9060564, -4.54933, -0.4724662, -1.9874723, -1.5682956, -0.0004865636, -7.25681, -4.8413353, -1.6180774, -0.69075227, -1.8369462, -12.839411, -0.0024128037, -4.3564863, -0.043552063, -1.0128081, -0.0010802733, -8.700486, -8.326171, -8.789605, -8.237125, -8.236396, -2.8797576, -0.0014865842, -0.012643146, -0.000607031, -0.0011771815, -0.0009828367, -8.245135, -4.1749845, -8.330549, -8.051221, -4.416291, -7.92336]"
183,"What the Matrix wants you to believe

Watch the full EM episode here:
https://t.co/LELFNW0eTU https://t.co/M8CKLxGlmr",-207.80146089329003,"[None, -8.736711, -5.371924, -1.8163619, -10.783155, -0.3785232, -0.001345061, -3.350567, -6.0640993, -3.0060484, -13.819472, -4.248606, -3.2750564, -0.045180507, -1.6305918, -4.514789, -0.038511064, -7.7770467, -1.7419165, -3.5248775, -13.480776, -6.7730684, -1.4316183, -0.67448986, -1.1332731, -10.326336, -0.00105026, -7.113021, -0.49014485, -0.55312765, -0.0010465599, -8.339662, -4.416087, -4.513155, -8.197383, -4.195359, -4.376329, -4.4125323, -3.3044677, -2.6705813, -0.0010142815, -0.006486651, -0.00040284157, -0.00062623486, -0.00016197246, -4.6775403, -3.6846173, -4.4626117, -3.8705223, -4.280499, -3.9277787, -8.4456215, -7.9152875]"
184,wow jail.,-61.933907829400006,"[None, -8.736456, -5.3708115, -1.8202192, -10.7821045, -0.37960923, -0.0013452994, -3.3506644, -13.491252, -14.195703, -3.8057427]"
185,"Hard times are here.

There's no more easy money out there to take.

All the amateurs will be exposed.

This is the time to become a professional.

You only have two choices.

Learn more here:
https://t.co/8EUCQbL4Y0 https://t.co/3klwUUifzc",-270.25896388235003,"[None, -8.737438, -5.3703275, -1.8186983, -10.782088, -0.37902698, -0.0013460156, -3.3445024, -9.668227, -5.6563296, -2.6942866, -5.7924805, -1.8012745, -2.0311685, -0.02907034, -4.7084203, -1.9953396, -1.3764272, -4.2908034, -5.086947, -0.99276674, -4.866781, -0.040927276, -3.376806, -5.581485, -1.0473622, -0.8518452, -0.00020763783, -4.877666, -1.0493119, -9.354219, -0.027198328, -3.918054, -0.96619326, -5.376189, -0.9401395, -0.18584424, -0.00023929571, -3.5560114, -0.7815372, -1.3497025, -1.1592948, -1.2122182, -4.5359635, -0.67605054, -0.7641345, -0.43770015, -0.1768868, -0.00030666363, -2.9872894, -5.9581075, -1.6150724, -1.7876105, -0.5410733, -1.8763506, -0.22590344, -0.00025896798, -4.3986254, -4.8758426, -6.8643436, -1.3838228, -1.3003409, -10.73983, -0.003637573, -4.7856393, -0.73985535, -1.6860099, -0.0020324504, -4.2340755, -4.583151, -7.767436, -3.8899434, -4.3944287, -4.2176785, -3.9484942, -4.1417036, -3.7900202, -2.649353, -0.002641607, -0.01156208, -0.0010663109, -0.002110458, -0.0006963783, -4.3336987, -8.316076, -4.2187147, -8.171306, -8.011732, -4.282012, -3.852174]"
186,Haram.,-51.177868161000006,"[None, -8.736711, -5.371924, -1.8163619, -10.783155, -0.3785232, -0.001345061, -3.350567, -16.224062, -4.515219]"
187,"The kinda crap hippies say that sounds insightful but is utter garbage.

Animals literally shit on the floor and rip eachother apart.

Wait ok, we do the same in San Fran, bad example.

How about this.

Ive never seen a cow build a skyscraper. https://t.co/gfJ5LlkWEU",-294.54898500529,"[None, -8.736971, -5.370095, -1.8186791, -10.781066, -0.37858453, -0.0013441055, -3.3538952, -4.175551, -15.3110485, -7.1398497, -9.576686, -0.14841987, -1.3479524, -3.8600242, -2.1272807, -5.7504897, -1.028461, -1.2281957, -5.6274257, -3.6894698, -0.39457878, -1.2419587, -0.023288958, -10.320288, -0.31302088, -8.202472, -5.593098, -1.8082675, -1.4583414, -2.365382, -1.4531767, -8.159261, -0.74739563, -3.3820012, -1.9868928, -1.4552662, -1.6911013, -0.0007177308, -7.482007, -10.7696705, -1.4215361, -4.7288947, -4.055827, -2.5168188, -0.34739915, -5.1784687, -10.086733, -3.6649814, -1.472227, -9.107624, -0.21752706, -0.24497467, -0.3054457, -0.00033498742, -4.5175085, -1.2611502, -1.296191, -2.8588536, -1.3394347, -0.00028281534, -3.2618885, -6.9369044, -2.0626123, -0.48513088, -0.6823234, -4.802021, -6.2311482, -0.1617087, -2.796243, -0.023206418, -1.0414393, -9.540727, -0.0025071492, -0.1003248, -0.00065373076, -0.0012274274, -0.00036873287, -4.4821253, -4.107967, -4.1488433, -4.151298, -4.3196063, -4.333987, -4.2839484, -7.938376, -3.7305102]"
188,"The real world has over 150,000 students.

Over 150,000 people are learning how to make money outside of the Matrix.

Join our revolution here: https://t.co/P0AAPg5JIC",-183.12873501858,"[None, -8.736971, -5.370095, -1.8186791, -10.781066, -0.37858453, -0.0013441055, -3.3538952, -4.175551, -6.093268, -4.427209, -3.6335342, -9.083885, -6.6479063, -2.1524153, -0.04039036, -5.692547, -2.0107431, -1.2270415, -0.06275677, -6.765124, -1.3564924, -0.013498011, -0.0042381883, -3.770999, -1.640552, -4.0192, -4.5508595, -0.04524137, -2.8834126, -1.0226241, -6.733909, -0.53109086, -1.2776941, -4.8564124, -0.45195746, -0.31461173, -0.00019905198, -5.848479, -3.6581697, -6.204763, -4.4945145, -1.1215502, -1.7613419, -0.002543304, -2.5944252, -0.07201333, -0.29526103, -0.0013004178, -4.697604, -3.850304, -4.7817216, -7.2613807, -4.2951446, -3.9853623, -4.095368, -8.18149]"
189,"Most people overestimate the time it takes to accomplish things.

You can accomplish what most people take years to do within months.

It's something you need to FEEL to believe.",-132.15475369950005,"[None, -8.736711, -5.371924, -1.8163619, -10.783155, -0.3785232, -0.001345061, -3.350567, -9.246318, -1.271568, -8.0273075, -0.013183178, -1.9684948, -4.4986978, -1.5107464, -0.39916867, -0.16010466, -2.3039684, -2.991891, -1.0873803, -1.0730166, -0.021577122, -4.0065155, -1.9508967, -4.361466, -4.432781, -4.803988, -0.1806893, -5.656099, -1.9838816, -0.17905276, -0.8577846, -3.7450345, -1.6800479, -0.6477755, -0.70300335, -0.0002491891, -3.310627, -2.437937, -6.7408514, -2.1111953, -3.0038693, -0.04015437, -10.395205, -0.0031042194, -2.5588312, -0.9729726, -0.37873182]"
190,"Russian News mocks the USA. 

They understand exactly what’s going on. https://t.co/g9Z04wK5dk",-157.56710053417999,"[None, -8.736711, -5.371924, -1.8163619, -10.783155, -0.3785232, -0.001345061, -3.350567, -13.116669, -8.149772, -11.3582325, -0.5626003, -2.8408017, -5.7470913, -2.928436, -6.6993504, -0.5504287, -1.9946901, -6.0744967, -7.7046533, -6.5039907, -0.5669693, -4.5827713, -0.0027466763, -0.0023746232, -0.45879155, -0.021857625, -1.2553117, -4.7511816, -0.0017200725, -0.100673445, -0.0008630414, -0.00045728518, -0.0010983546, -4.483904, -3.975709, -4.0092626, -8.187198, -4.224716, -4.0930195, -4.005126, -8.171549]"
191,ok. specs shortly.,-75.141988361,"[None, -8.736711, -5.371924, -1.8163619, -10.783155, -0.3785232, -0.001345061, -3.350567, -12.053953, -2.4739902, -16.358782, -12.494787, -1.321889]"
192,"This poll will decide what I buy, for real.",-82.96542186099998,"[None, -8.736711, -5.371924, -1.8163619, -10.783155, -0.3785232, -0.001345061, -3.350567, -6.6969857, -11.711222, -3.904577, -4.502821, -3.2627652, -3.065238, -5.2476616, -3.1436262, -5.3175497, -4.932053, -0.7423353]"
193,"Bored and feel like spending 3,000,000 on a car to match my Bugatti.",-108.25083659399998,"[None, -8.73674, -5.3706083, -1.8184031, -10.783203, -0.37950024, -0.001346254, -3.352997, -8.765013, -5.2776074, -3.5952785, -8.162385, -1.8116977, -6.508481, -7.5533237, -3.3182554, -0.29786545, -3.3385916, -0.2111893, -2.9376228, -0.7356833, -2.6798873, -3.773421, -5.809305, -1.882612, -7.704456, -0.05160165, -3.3937616]"
194,"So @Forbes  are asking for financial details to add me to the billionaires list.

I am the most viewed man on the planet, the most respected masculine role model alive, I own the entire idea of masculinity.

Of course im worth a measly B.

You do not need paperwork. Feds.",-286.4772598265,"[None, -8.736971, -5.370095, -1.8186791, -10.781066, -0.37858453, -0.0013441055, -3.3538952, -7.625896, -11.423771, -8.91802, -0.53803724, -8.127761, -6.1691985, -5.6892357, -2.538591, -6.722232, -2.8593912, -3.0018415, -4.771456, -1.048067, -0.38051993, -1.049439, -3.8726935, -0.1326799, -1.3123779, -3.0756648, -0.068433896, -3.1021209, -2.6167464, -2.6146116, -4.805721, -7.0670314, -5.639307, -0.5323766, -0.92978936, -0.9050018, -2.3138115, -2.7174034, -0.6074512, -7.236722, -13.98957, -6.1065006, -0.04047092, -5.5508113, -0.9304201, -2.8658524, -3.235132, -1.1423576, -6.7383447, -8.375242, -0.17367296, -3.5091755, -2.0055442, -0.86918414, -0.03746486, -6.227979, -0.10247298, -6.447242, -2.939613, -2.81411, -9.033801, -0.03117623, -6.001003, -3.1798773, -0.6495799, -0.089350075, -4.146829, -4.9841557, -1.3828295, -2.731052, -6.662028, -2.428817, -9.926066, -7.1623874, -3.1131113]"
